OBJECTID,problem,personSearch,vehicleSearch,preRace,race,gender,policePrecinct
81618,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
94870,Suspicious Person (P),NO,NO,White,White,Male,5.0
6963,Suspicious Person (P),NO,NO,White,White,Male,5.0
90919,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
26910,Suspicious Vehicle (P),NO,NO,White,White,Male,2.0
85884,Traffic Law Enforcement (P),NO,YES,East African,East African,Male,5.0
128316,Traffic Law Enforcement (P),YES,YES,Asian,Asian,Female,4.0
78032,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
90119,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
51463,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
28273,Traffic Law Enforcement (P),NO,NO,White,White,Female,3.0
57828,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
87210,Suspicious Person (P),NO,NO,White,White,Female,1.0
136117,Suspicious Vehicle (P),YES,NO,Latino,Latino,Male,3.0
92550,Suspicious Person (P),NO,NO,Other,Other,Male,3.0
53369,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
133803,Suspicious Person (P),NO,NO,White,White,Male,1.0
74489,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
11928,Suspicious Person (P),NO,NO,Native American,Native American,Female,3.0
7181,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,3.0
11081,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
124788,Suspicious Vehicle (P),NO,NO,Black,Black,Male,3.0
132146,Suspicious Person (P),NO,NO,White,White,Male,1.0
129429,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
68206,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,1.0
128626,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
78393,Traffic Law Enforcement (P),NO,NO,Other,Other,Male,2.0
75888,Traffic Law Enforcement (P),YES,YES,White,White,Male,2.0
93887,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
19183,Suspicious Person (P),YES,NO,Native American,Native American,Male,5.0
23327,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
141718,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,2.0
12324,Traffic Law Enforcement (P),NO,NO,White,White,Female,4.0
47400,Suspicious Person (P),NO,NO,Black,Black,Female,4.0
113834,Suspicious Person (P),NO,NO,White,White,Male,1.0
107573,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
62898,Suspicious Person (P),NO,NO,Latino,Latino,Male,3.0
77211,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
135831,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
30954,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
35773,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
39411,Suspicious Person (P),NO,NO,Native American,Native American,Female,3.0
34393,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
42130,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
81758,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
35026,Curfew Violations (P),NO,NO,Black,Black,Male,1.0
101985,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
73348,Suspicious Vehicle (P),NO,NO,Black,Black,Male,3.0
122758,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
24405,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
125986,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
36851,Suspicious Person (P),NO,NO,White,White,Male,5.0
40767,Suspicious Vehicle (P),NO,NO,White,White,Male,3.0
58409,Suspicious Person (P),YES,NO,Black,Black,Male,5.0
25823,Suspicious Vehicle (P),YES,NO,Black,Black,Male,4.0
19154,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
142125,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
63865,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,2.0
117600,Suspicious Vehicle (P),YES,YES,Black,Black,Male,4.0
122127,Suspicious Vehicle (P),YES,NO,White,White,Female,2.0
80914,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
46907,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
110561,Suspicious Person (P),NO,NO,White,White,Male,3.0
2568,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
75167,Suspicious Person (P),YES,NO,Other,Other,Male,3.0
125492,Suspicious Person (P),NO,NO,White,White,Female,5.0
130161,Traffic Law Enforcement (P),YES,NO,Black,Black,Male,4.0
42686,Suspicious Person (P),NO,NO,White,White,Female,5.0
120900,Traffic Law Enforcement (P),YES,YES,Black,White,Male,4.0
11711,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
143458,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
47021,Suspicious Person (P),NO,NO,White,White,Male,5.0
87164,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
146684,Traffic Law Enforcement (P),NO,YES,Black,Black,Male,5.0
33220,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
95867,Suspicious Person (P),NO,NO,East African,East African,Male,2.0
141918,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,5.0
63256,Suspicious Vehicle (P),NO,NO,Native American,Native American,Female,3.0
87795,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
71669,Suspicious Vehicle (P),NO,NO,East African,East African,Male,1.0
13062,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,5.0
118603,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
89756,Traffic Law Enforcement (P),NO,YES,Black,Black,Male,4.0
110214,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
85726,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
39698,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
104866,Suspicious Person (P),NO,NO,Latino,Native American,Male,3.0
123392,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
159494,Traffic Law Enforcement (P),NO,YES,White,White,Female,3.0
16453,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
28368,Suspicious Vehicle (P),YES,YES,Black,Black,Male,3.0
47271,Suspicious Person (P),NO,NO,White,White,Male,5.0
51435,Traffic Law Enforcement (P),NO,NO,White,White,Male,4.0
128179,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
122642,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
123634,Suspicious Person (P),YES,NO,Black,Black,Female,1.0
16503,Traffic Law Enforcement (P),YES,NO,Black,Black,Male,2.0
94311,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
81619,Suspicious Person (P),YES,YES,Latino,Latino,Male,3.0
54364,Suspicious Person (P),NO,NO,Native American,Native American,Male,1.0
315,Suspicious Person (P),NO,NO,White,White,Female,3.0
69382,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
26578,Suspicious Person (P),NO,NO,White,White,Male,1.0
15499,Suspicious Vehicle (P),NO,NO,Other,Other,Male,5.0
81287,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
132465,Suspicious Person (P),NO,NO,White,White,Male,2.0
98294,Suspicious Person (P),NO,NO,White,White,Male,5.0
152668,Attempt Pick-Up (P),NO,NO,Black,Black,Male,2.0
133909,Suspicious Person (P),NO,NO,White,White,Male,3.0
86149,Suspicious Person (P),NO,NO,Native American,Native American,Male,5.0
867,Traffic Law Enforcement (P),NO,NO,Asian,Asian,Male,5.0
87290,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
121506,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
144088,Attempt Pick-Up (P),NO,NO,White,White,Male,5.0
150169,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
159548,Traffic Law Enforcement (P),YES,NO,Black,Black,Female,5.0
85880,Attempt Pick-Up (P),YES,YES,White,White,Male,3.0
73898,Traffic Law Enforcement (P),NO,NO,East African,East African,Female,1.0
87873,Suspicious Vehicle (P),YES,YES,White,White,Male,2.0
100026,Suspicious Person (P),NO,NO,East African,East African,Male,1.0
84471,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,2.0
80260,Traffic Law Enforcement (P),YES,NO,Black,Black,Male,4.0
12075,Suspicious Person (P),NO,NO,White,White,Male,2.0
23785,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
31593,Suspicious Vehicle (P),NO,NO,Black,Black,Male,1.0
70556,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
149863,Suspicious Person (P),NO,NO,White,White,Male,3.0
7689,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
33150,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
91034,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,2.0
117286,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
5777,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
72844,Suspicious Vehicle (P),NO,NO,White,White,Male,3.0
111430,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
74547,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
121898,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
75967,Suspicious Vehicle (P),NO,NO,Black,Black,Female,1.0
49549,Suspicious Person (P),NO,NO,White,White,Male,5.0
128221,Suspicious Person (P),YES,NO,East African,East African,Male,1.0
55520,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
7843,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
82128,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
152823,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
147136,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
39200,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
28371,Attempt Pick-Up (P),YES,NO,Black,Black,Male,3.0
127447,Suspicious Person (P),YES,YES,White,White,Male,2.0
158798,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
27702,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
104422,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
80221,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
79585,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
107459,Suspicious Vehicle (P),NO,NO,White,White,Male,4.0
48885,Suspicious Person (P),YES,NO,Black,Black,Female,3.0
136606,Suspicious Vehicle (P),NO,NO,White,White,Male,3.0
148437,Suspicious Vehicle (P),NO,NO,White,White,Female,4.0
64547,Suspicious Person (P),YES,YES,Black,Black,Male,2.0
98427,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
134867,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
15938,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
15552,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
31667,Suspicious Vehicle (P),NO,NO,East African,East African,Male,2.0
69774,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
127531,Suspicious Person (P),NO,NO,East African,East African,Male,1.0
36916,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
42262,Traffic Law Enforcement (P),YES,YES,White,White,Male,2.0
119626,Suspicious Person (P),NO,NO,White,Native American,Male,3.0
61115,Attempt Pick-Up (P),NO,NO,Black,Black,Male,4.0
109791,Suspicious Vehicle (P),NO,YES,White,White,Female,2.0
127298,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
73868,Suspicious Vehicle (P),YES,YES,Black,Black,Male,3.0
110390,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
151600,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
80514,Suspicious Person (P),NO,NO,White,White,Female,2.0
6572,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
155250,Suspicious Person (P),YES,NO,Black,Native American,Male,5.0
47462,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
55009,Suspicious Vehicle (P),NO,NO,White,White,Male,4.0
12200,Suspicious Person (P),YES,NO,Native American,Native American,Male,3.0
75493,Traffic Law Enforcement (P),YES,YES,White,White,Male,2.0
70157,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
82382,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
68946,Suspicious Vehicle (P),YES,NO,Black,Black,Male,4.0
33809,Suspicious Vehicle (P),YES,YES,Black,Black,Male,5.0
62411,Suspicious Person (P),NO,NO,White,White,Male,2.0
35875,Suspicious Person (P),NO,NO,Latino,Latino,Male,5.0
95632,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
38766,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
39114,Suspicious Person (P),YES,NO,White,White,Female,5.0
33799,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
29020,Suspicious Person (P),NO,NO,Latino,Latino,Male,5.0
43258,Suspicious Vehicle (P),NO,NO,Black,Black,Male,3.0
154701,Suspicious Person (P),YES,NO,Black,Black,Female,5.0
124412,Traffic Law Enforcement (P),YES,YES,East African,East African,Male,3.0
53833,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
107124,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
61929,Traffic Law Enforcement (P),NO,NO,Latino,Latino,Female,1.0
135062,Suspicious Person (P),NO,NO,East African,East African,Male,5.0
43362,Suspicious Vehicle (P),NO,NO,White,White,Male,5.0
50043,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
136134,Suspicious Vehicle (P),YES,NO,Black,Black,Male,2.0
15399,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
100539,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
11730,Suspicious Person (P),NO,NO,White,White,Female,3.0
146549,Suspicious Person (P),YES,YES,Black,Black,Male,1.0
44172,Suspicious Person (P),NO,NO,White,White,Male,3.0
128935,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
110219,Suspicious Vehicle (P),NO,NO,Black,Black,Male,1.0
25857,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
128998,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
133454,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
97236,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
133651,Suspicious Person (P),YES,NO,White,White,Male,4.0
103806,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
10906,Suspicious Person (P),YES,NO,White,White,Female,2.0
132012,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
125657,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
69938,Suspicious Vehicle (P),NO,NO,Native American,Native American,Male,2.0
45193,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
80071,Suspicious Person (P),NO,NO,Latino,Latino,Male,4.0
38539,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
26976,Suspicious Person (P),NO,NO,Native American,Native American,Male,5.0
104389,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
77865,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
130399,Traffic Law Enforcement (P),NO,NO,White,White,Male,4.0
22328,Suspicious Vehicle (P),YES,YES,Native American,Native American,Male,3.0
76926,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
57875,Suspicious Person (P),NO,NO,Black,Black,Female,2.0
104888,Traffic Law Enforcement (P),NO,NO,White,White,Male,3.0
125066,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
62690,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
75049,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
160654,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
54911,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
77401,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
37598,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
161317,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
86502,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
119817,Suspicious Person (P),NO,NO,White,White,Female,1.0
26078,Suspicious Vehicle (P),NO,NO,Black,Black,Male,3.0
74400,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
75038,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
52477,Traffic Law Enforcement (P),NO,NO,White,Other,Male,5.0
80376,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,5.0
48174,Suspicious Vehicle (P),NO,NO,White,White,Male,3.0
50778,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
42891,Suspicious Vehicle (P),NO,NO,Native American,Native American,Male,3.0
133317,Suspicious Person (P),NO,NO,White,White,Male,4.0
112458,Suspicious Person (P),YES,NO,Black,Black,Male,2.0
126160,Suspicious Person (P),NO,NO,White,White,Male,1.0
152498,Suspicious Person (P),NO,NO,White,White,Male,3.0
78884,Traffic Law Enforcement (P),NO,NO,East African,East African,Female,3.0
4297,Traffic Law Enforcement (P),NO,NO,White,White,Male,4.0
155614,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,1.0
38735,Suspicious Person (P),YES,NO,East African,East African,Male,5.0
155003,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
96394,Traffic Law Enforcement (P),NO,NO,White,White,Female,4.0
76440,Suspicious Person (P),NO,NO,Other,White,Male,3.0
122964,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
102243,Suspicious Vehicle (P),NO,NO,White,White,Male,2.0
114617,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
114625,Suspicious Vehicle (P),NO,NO,Black,Black,Female,2.0
46157,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
121808,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
36912,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
7255,Suspicious Person (P),NO,NO,White,White,Male,5.0
134180,Suspicious Vehicle (P),NO,NO,Black,Black,Male,3.0
62782,Suspicious Vehicle (P),NO,NO,Black,White,Male,1.0
79404,Suspicious Person (P),YES,NO,Other,Other,Male,3.0
36435,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
65589,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
19289,Suspicious Person (P),YES,NO,Native American,Native American,Male,3.0
24402,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
102585,Traffic Law Enforcement (P),YES,NO,Black,Black,Male,4.0
84089,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
22173,Traffic Law Enforcement (P),NO,NO,White,White,Female,1.0
134281,Traffic Law Enforcement (P),NO,NO,Black,East African,Male,1.0
152093,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
38983,Suspicious Person (P),NO,NO,Native American,Native American,Male,1.0
81358,Suspicious Person (P),NO,NO,White,White,Male,2.0
71675,Suspicious Vehicle (P),NO,NO,Black,Black,Female,5.0
60793,Suspicious Vehicle (P),NO,NO,White,White,Female,3.0
135021,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
8496,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
65147,Suspicious Person (P),NO,NO,White,White,Female,5.0
75762,Suspicious Person (P),NO,NO,East African,East African,Male,3.0
116418,Suspicious Person (P),NO,NO,East African,East African,Male,3.0
36534,Suspicious Person (P),NO,NO,Black,East African,Female,2.0
128114,Suspicious Vehicle (P),NO,NO,White,White,Female,1.0
83510,Attempt Pick-Up (P),NO,NO,East African,East African,Male,3.0
72547,Suspicious Vehicle (P),NO,NO,White,White,Male,4.0
21196,Suspicious Person (P),NO,NO,Native American,Native American,Female,3.0
122465,Suspicious Person (P),YES,YES,White,White,Male,4.0
123907,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
152143,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
81529,Suspicious Person (P),NO,NO,White,Black,Male,4.0
74295,Traffic Law Enforcement (P),YES,NO,White,Native American,Female,2.0
74381,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
112120,Suspicious Person (P),NO,NO,White,White,Male,1.0
53299,Traffic Law Enforcement (P),YES,YES,White,White,Female,4.0
119,Traffic Law Enforcement (P),NO,NO,Other,Other,Male,5.0
151134,Traffic Law Enforcement (P),YES,YES,White,White,Female,4.0
73194,Suspicious Person (P),YES,NO,White,White,Male,4.0
104199,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
57339,Suspicious Person (P),NO,NO,White,Latino,Male,3.0
61795,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
127491,Suspicious Vehicle (P),YES,NO,Black,Black,Male,3.0
61036,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
82574,Attempt Pick-Up (P),YES,NO,Black,Black,Male,1.0
23221,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
23269,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
88556,Attempt Pick-Up (P),NO,NO,Other,Other,Female,3.0
153514,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,5.0
121838,Suspicious Person (P),NO,NO,Black,Black,Female,1.0
72918,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
88595,Suspicious Person (P),YES,NO,East African,East African,Male,1.0
130146,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
141302,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
90670,Suspicious Vehicle (P),NO,NO,Black,Black,Male,1.0
97876,Suspicious Person (P),YES,NO,White,White,Male,2.0
101707,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
4304,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
141411,Suspicious Person (P),NO,NO,White,White,Male,1.0
6212,Suspicious Vehicle (P),NO,NO,White,White,Male,4.0
128724,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
28663,Curfew Violations (P),YES,NO,Black,Black,Male,1.0
15622,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
86163,Attempt Pick-Up (P),NO,NO,White,White,Male,5.0
112958,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
73599,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
18941,Suspicious Person (P),NO,NO,Black,Black,Female,5.0
153925,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
13885,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
26979,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
20898,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
14989,Suspicious Vehicle (P),YES,YES,Black,Black,Male,1.0
49115,Suspicious Person (P),NO,NO,Latino,Latino,Male,5.0
46099,Attempt Pick-Up (P),YES,NO,Black,Black,Male,1.0
94070,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
96428,Suspicious Person (P),NO,NO,East African,East African,Male,4.0
32137,Suspicious Vehicle (P),NO,NO,Black,Black,Male,5.0
15150,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
107072,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
96586,Suspicious Vehicle (P),YES,YES,Black,Black,Male,4.0
125288,Suspicious Vehicle (P),YES,YES,Black,Black,Male,4.0
23997,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
34424,Attempt Pick-Up (P),YES,NO,Black,Black,Male,3.0
3026,Traffic Law Enforcement (P),NO,NO,Asian,Asian,Female,1.0
128774,Suspicious Vehicle (P),NO,NO,Black,Black,Male,5.0
38302,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
6122,Suspicious Person (P),YES,YES,Black,Black,Male,5.0
123337,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
157456,Suspicious Person (P),NO,NO,Latino,Native American,Male,3.0
78102,Attempt Pick-Up (P),NO,NO,Black,Black,Male,1.0
28745,Suspicious Person (P),YES,NO,Native American,Native American,Male,3.0
56942,Traffic Law Enforcement (P),NO,NO,Native American,Native American,Female,3.0
153827,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
65784,Traffic Law Enforcement (P),YES,NO,White,White,Female,3.0
37061,Attempt Pick-Up (P),NO,NO,Native American,Native American,Female,2.0
157828,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
135723,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
133394,Suspicious Person (P),YES,YES,Black,Black,Male,4.0
51661,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
17957,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
34017,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
78136,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
116785,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
144504,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
97581,Suspicious Person (P),YES,YES,Black,Black,Male,2.0
63965,Attempt Pick-Up (P),NO,NO,Black,Black,Male,2.0
141069,Suspicious Vehicle (P),YES,YES,Black,Black,Male,3.0
45701,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
138140,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
39395,Suspicious Person (P),NO,NO,Latino,Latino,Male,2.0
70370,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
62907,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
68430,Suspicious Person (P),YES,YES,Black,Black,Male,4.0
132096,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
75625,Traffic Law Enforcement (P),YES,YES,White,White,Male,4.0
66509,Suspicious Vehicle (P),NO,NO,White,White,Male,2.0
102845,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
50120,Suspicious Vehicle (P),YES,YES,Asian,Asian,Male,4.0
88731,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
141545,Suspicious Person (P),NO,NO,Other,Other,Male,1.0
71797,Suspicious Person (P),NO,NO,White,White,Male,1.0
129767,Suspicious Person (P),NO,NO,White,White,Male,5.0
30317,Suspicious Vehicle (P),NO,NO,Black,Black,Male,1.0
86521,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
35527,Suspicious Person (P),NO,NO,White,White,Male,2.0
36138,Suspicious Person (P),NO,NO,White,White,Male,5.0
32662,Suspicious Person (P),YES,NO,Native American,Native American,Female,3.0
68275,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
137139,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
2323,Suspicious Person (P),YES,NO,Native American,Native American,Male,3.0
141406,Traffic Law Enforcement (P),NO,NO,White,White,Male,4.0
48842,Traffic Law Enforcement (P),NO,NO,White,White,Female,4.0
18895,Suspicious Person (P),YES,NO,White,White,Male,2.0
44616,Suspicious Person (P),NO,NO,White,White,Female,1.0
128908,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
138453,Suspicious Person (P),YES,NO,East African,East African,Male,3.0
64530,Suspicious Vehicle (P),NO,NO,Black,Black,Male,5.0
157087,Suspicious Person (P),NO,NO,Native American,Native American,Female,3.0
45811,Attempt Pick-Up (P),NO,NO,East African,East African,Male,2.0
101577,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,3.0
122449,Attempt Pick-Up (P),NO,NO,Black,Black,Male,1.0
74550,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,5.0
25147,Traffic Law Enforcement (P),YES,YES,White,White,Female,1.0
8582,Suspicious Vehicle (P),NO,NO,White,White,Male,2.0
112936,Attempt Pick-Up (P),NO,NO,White,White,Female,4.0
33361,Suspicious Person (P),NO,NO,White,White,Male,2.0
119412,Attempt Pick-Up (P),NO,NO,Black,Black,Female,4.0
131977,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
96462,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
31338,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
5290,Traffic Law Enforcement (P),NO,NO,White,White,Female,4.0
106418,Traffic Law Enforcement (P),YES,YES,East African,East African,Male,2.0
