OBJECTID,problem,personSearch,vehicleSearch,preRace,race,gender,policePrecinct
154763,Suspicious Person (P),NO,NO,Native American,Native American,Male,5.0
30487,Suspicious Vehicle (P),NO,NO,Black,Black,Female,5.0
141453,Suspicious Person (P),NO,NO,White,White,Male,1.0
138327,Suspicious Person (P),YES,YES,Black,Black,Male,4.0
137487,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
97858,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
87174,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
90104,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
130149,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
23427,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
110245,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
34708,Traffic Law Enforcement (P),NO,NO,White,Native American,Female,5.0
33847,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
135637,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
2123,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
33462,Suspicious Vehicle (P),NO,NO,Black,Black,Male,5.0
30244,Traffic Law Enforcement (P),NO,NO,White,White,Female,1.0
100406,Traffic Law Enforcement (P),NO,YES,Black,Black,Male,4.0
1258,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
26322,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
89079,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
154407,Suspicious Person (P),NO,NO,White,White,Male,2.0
41900,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
84263,Suspicious Person (P),YES,NO,White,White,Male,3.0
95611,Suspicious Person (P),YES,NO,White,White,Female,5.0
1632,Suspicious Person (P),NO,NO,White,White,Male,5.0
27478,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
98540,Suspicious Person (P),NO,NO,White,White,Female,3.0
107969,Suspicious Vehicle (P),NO,NO,Black,Black,Male,3.0
82399,Suspicious Person (P),NO,NO,Other,Other,Female,3.0
13091,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
31370,Suspicious Person (P),NO,NO,White,White,Male,5.0
22041,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
117988,Traffic Law Enforcement (P),NO,NO,East African,East African,Female,2.0
125487,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
32970,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
1308,Traffic Law Enforcement (P),NO,NO,Other,East African,Male,5.0
96956,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
63642,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,3.0
81093,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
135264,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
4818,Traffic Law Enforcement (P),NO,NO,White,White,Female,4.0
123899,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,3.0
83087,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
84804,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
49083,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
10246,Traffic Law Enforcement (P),NO,NO,White,Other,Female,5.0
146835,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,1.0
95949,Suspicious Person (P),YES,NO,Black,Black,Female,3.0
77468,Suspicious Vehicle (P),YES,NO,Black,Black,Male,4.0
72476,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
74743,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
404,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
53684,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
74,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
133643,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
42004,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
112350,Suspicious Person (P),YES,NO,Black,Black,Female,4.0
126624,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
36007,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
22071,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
68069,Traffic Law Enforcement (P),NO,NO,White,Black,Female,5.0
94931,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
16886,Suspicious Person (P),YES,NO,White,White,Female,1.0
74143,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
111949,Suspicious Vehicle (P),YES,YES,Black,Black,Male,4.0
4885,Suspicious Person (P),NO,NO,White,White,Male,1.0
111601,Suspicious Vehicle (P),NO,NO,White,White,Male,4.0
105514,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
52074,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
143432,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,5.0
12259,Suspicious Vehicle (P),NO,NO,White,White,Female,2.0
61936,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
147384,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
37169,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
6432,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
89912,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
339,Suspicious Person (P),NO,NO,East African,East African,Male,1.0
51323,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
3039,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
65838,Attempt Pick-Up (P),YES,YES,Black,Black,Male,4.0
121425,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
16405,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
42616,Suspicious Vehicle (P),YES,YES,Black,Black,Male,2.0
140975,Attempt Pick-Up (P),YES,NO,East African,East African,Male,2.0
80105,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
115099,Traffic Law Enforcement (P),NO,YES,Latino,Latino,Male,1.0
150886,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,3.0
148840,Attempt Pick-Up (P),NO,NO,White,White,Female,3.0
102584,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
156488,Suspicious Person (P),NO,NO,Black,Black,Female,1.0
79967,Traffic Law Enforcement (P),NO,NO,White,Latino,Male,5.0
79173,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
124511,Attempt Pick-Up (P),YES,NO,Black,Black,Male,2.0
104939,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
74405,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
8449,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
116776,Suspicious Person (P),YES,NO,White,White,Male,2.0
97545,Suspicious Person (P),NO,NO,White,White,Female,4.0
91624,Suspicious Person (P),YES,NO,White,White,Male,1.0
78039,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
83630,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
151584,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
84872,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
10199,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
18889,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
36718,Suspicious Person (P),YES,NO,Black,Black,Female,3.0
119184,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
128904,Suspicious Person (P),NO,NO,White,White,Male,1.0
90559,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
99263,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,1.0
50365,Suspicious Person (P),YES,NO,Latino,Latino,Male,2.0
6264,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
115784,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
33557,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
128282,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
25820,Suspicious Person (P),NO,NO,White,White,Male,1.0
118550,Suspicious Person (P),YES,NO,White,White,Male,1.0
84426,Suspicious Person (P),NO,NO,White,White,Male,1.0
24757,Suspicious Vehicle (P),YES,NO,White,White,Male,3.0
45384,Suspicious Person (P),NO,NO,Native American,Native American,Male,5.0
78205,Suspicious Vehicle (P),YES,NO,Native American,Native American,Female,3.0
43653,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
18439,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
129711,Suspicious Vehicle (P),YES,NO,Black,Black,Male,2.0
96661,Suspicious Person (P),NO,NO,White,White,Female,5.0
97174,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
147663,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
106693,Traffic Law Enforcement (P),NO,YES,Black,Black,Male,4.0
84755,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
160695,Suspicious Person (P),NO,NO,Native American,Native American,Male,5.0
92712,Traffic Law Enforcement (P),NO,NO,White,White,Male,3.0
120292,Suspicious Person (P),NO,NO,White,White,Male,1.0
33476,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,1.0
129694,Suspicious Person (P),NO,NO,White,White,Male,5.0
126620,Suspicious Person (P),YES,NO,Latino,Latino,Male,1.0
108782,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
90818,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
54895,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
83318,Suspicious Person (P),NO,NO,White,White,Male,2.0
91702,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
150763,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
149684,Suspicious Person (P),NO,NO,White,White,Male,1.0
55136,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
123102,Suspicious Person (P),YES,NO,Native American,Native American,Female,1.0
131857,Suspicious Vehicle (P),NO,NO,White,White,Male,1.0
110114,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
124327,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
23031,Suspicious Person (P),NO,NO,White,White,Male,5.0
30434,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
72209,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
25672,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
59530,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
29055,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
75433,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
138615,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
45568,Attempt Pick-Up (P),NO,NO,White,White,Female,5.0
2189,Suspicious Person (P),NO,NO,White,White,Male,5.0
45531,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
94154,Suspicious Person (P),YES,NO,Asian,Asian,Male,4.0
49417,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
47521,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
132870,Suspicious Vehicle (P),YES,YES,Black,Black,Male,4.0
24875,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
6388,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
11225,Suspicious Vehicle (P),NO,NO,Black,Black,Male,3.0
14544,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
66275,Traffic Law Enforcement (P),NO,NO,Asian,Asian,Male,5.0
1803,Suspicious Person (P),NO,NO,White,White,Female,3.0
17987,Traffic Law Enforcement (P),NO,NO,White,White,Female,4.0
81538,Suspicious Person (P),NO,NO,White,White,Male,2.0
58381,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
109195,Suspicious Person (P),NO,NO,Black,Black,Female,1.0
65640,Traffic Law Enforcement (P),YES,NO,White,White,Female,2.0
11750,Suspicious Person (P),NO,NO,Latino,Latino,Male,3.0
80447,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
63296,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
9328,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
131530,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
81836,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
18353,Suspicious Person (P),NO,NO,White,White,Male,5.0
105321,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
45132,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
156935,Suspicious Person (P),YES,NO,White,White,Female,3.0
73361,Traffic Law Enforcement (P),NO,NO,Black,Latino,Male,5.0
51987,Traffic Law Enforcement (P),YES,YES,White,White,Male,4.0
70536,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
45344,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
31567,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
7507,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
55591,Suspicious Vehicle (P),NO,NO,Black,East African,Male,3.0
21376,Suspicious Person (P),NO,NO,Asian,Asian,Male,1.0
90308,Suspicious Person (P),NO,NO,Black,Black,Female,3.0
102331,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
159361,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
47732,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
69466,Attempt Pick-Up (P),YES,NO,Black,Black,Male,2.0
21975,Suspicious Person (P),NO,NO,White,White,Male,5.0
84349,Suspicious Person (P),YES,NO,White,White,Male,1.0
134949,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
42213,Suspicious Person (P),YES,NO,Black,Black,Female,1.0
9500,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
120901,Traffic Law Enforcement (P),NO,NO,White,White,Female,3.0
33907,Suspicious Person (P),NO,NO,White,White,Male,4.0
124431,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,2.0
135568,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
34599,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
141983,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
62390,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
69846,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
107134,Suspicious Person (P),YES,NO,White,White,Male,4.0
44005,Suspicious Vehicle (P),YES,YES,Black,Black,Male,1.0
52848,Suspicious Vehicle (P),YES,NO,Black,Black,Male,3.0
90332,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
137283,Suspicious Person (P),NO,NO,White,White,Male,2.0
49467,Suspicious Person (P),NO,NO,Other,Other,Male,5.0
14883,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
107300,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
34315,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,1.0
36985,Traffic Law Enforcement (P),NO,YES,Black,Black,Male,4.0
71807,Traffic Law Enforcement (P),NO,NO,White,White,Female,3.0
62051,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
126141,Suspicious Person (P),YES,YES,Black,Black,Male,4.0
130761,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
107644,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
121864,Suspicious Person (P),NO,NO,White,White,Male,5.0
26567,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
131039,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
40170,Suspicious Vehicle (P),NO,NO,Latino,Latino,Male,4.0
64917,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
52238,Suspicious Person (P),NO,NO,White,White,Female,2.0
107889,Suspicious Person (P),NO,NO,Black,Black,Female,1.0
104778,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
1014,Traffic Law Enforcement (P),YES,YES,Black,Black,Female,4.0
118963,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
10628,Traffic Law Enforcement (P),NO,NO,East African,East African,Female,1.0
25000,Suspicious Person (P),NO,NO,White,White,Male,5.0
72344,Suspicious Person (P),YES,NO,White,White,Male,2.0
33385,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
76508,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
91234,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,2.0
30573,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
116639,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
130465,Attempt Pick-Up (P),NO,NO,Other,Other,Male,4.0
79178,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
131927,Traffic Law Enforcement (P),NO,YES,White,White,Female,1.0
69927,Suspicious Person (P),NO,NO,White,White,Male,5.0
154982,Traffic Law Enforcement (P),YES,NO,Black,Black,Female,4.0
21303,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
140373,Traffic Law Enforcement (P),NO,NO,Other,Other,Male,2.0
19038,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
121869,Suspicious Person (P),NO,NO,White,White,Male,5.0
80375,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,5.0
99593,Suspicious Vehicle (P),NO,NO,Black,East African,Male,5.0
159489,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,3.0
73919,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
70894,Attempt Pick-Up (P),NO,NO,East African,Black,Female,3.0
13427,Traffic Law Enforcement (P),NO,YES,Black,Black,Female,2.0
19052,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
139450,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
45662,Suspicious Person (P),YES,NO,East African,East African,Male,3.0
153912,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
57343,Traffic Law Enforcement (P),NO,NO,White,White,Male,4.0
117453,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
12361,Traffic Law Enforcement (P),NO,NO,White,Black,Female,5.0
59547,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
71759,Traffic Law Enforcement (P),NO,YES,Black,Black,Male,4.0
34199,Suspicious Person (P),NO,NO,White,White,Male,5.0
36712,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
97741,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,3.0
37394,Traffic Law Enforcement (P),NO,NO,White,White,Male,3.0
102223,Traffic Law Enforcement (P),NO,NO,White,White,Female,4.0
145029,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
141618,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,3.0
111085,Suspicious Vehicle (P),NO,NO,Black,Black,Female,4.0
111526,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
124613,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
134547,Suspicious Vehicle (P),YES,YES,East African,East African,Male,1.0
46755,Suspicious Vehicle (P),YES,YES,White,Other,Male,2.0
134902,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
84424,Traffic Law Enforcement (P),YES,YES,White,White,Male,1.0
54150,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
56993,Suspicious Person (P),NO,NO,White,White,Male,3.0
153824,Traffic Law Enforcement (P),NO,NO,White,White,Female,1.0
158195,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,3.0
123407,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
16341,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
158822,Traffic Law Enforcement (P),NO,NO,Latino,Latino,Male,4.0
156726,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
20366,Suspicious Person (P),NO,NO,Native American,Native American,Female,3.0
126889,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
100038,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
136305,Suspicious Person (P),NO,NO,East African,East African,Male,1.0
113974,Traffic Law Enforcement (P),YES,YES,Native American,Native American,Female,2.0
139511,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
27119,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
34770,Suspicious Vehicle (P),NO,NO,Latino,Latino,Female,2.0
140094,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
39397,Suspicious Person (P),NO,NO,East African,East African,Male,3.0
141471,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
27669,Attempt Pick-Up (P),YES,NO,Black,Black,Male,4.0
107160,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
41117,Suspicious Person (P),NO,NO,East African,East African,Female,3.0
159719,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
160821,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
142739,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
99879,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
13251,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
89331,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
60860,Suspicious Vehicle (P),NO,NO,Latino,Latino,Male,2.0
131829,Suspicious Person (P),YES,NO,White,White,Female,4.0
45482,Suspicious Person (P),YES,NO,Latino,Latino,Male,3.0
54140,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
40663,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
88934,Suspicious Vehicle (P),NO,NO,Black,Black,Female,2.0
43237,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
82242,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
28271,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
11049,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
64832,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
19707,Attempt Pick-Up (P),NO,NO,Black,Black,Female,4.0
126365,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
50845,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
83296,Suspicious Person (P),YES,YES,White,White,Male,4.0
89832,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
28681,Traffic Law Enforcement (P),NO,NO,White,East African,Male,5.0
15205,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
22329,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
23721,Suspicious Person (P),NO,NO,Other,Other,Male,5.0
157917,Traffic Law Enforcement (P),NO,NO,White,White,Male,4.0
21896,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
101151,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
64439,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
101116,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
81911,Attempt Pick-Up (P),NO,NO,Black,Black,Male,3.0
130850,Suspicious Vehicle (P),YES,YES,Black,Black,Male,4.0
23889,Suspicious Vehicle (P),YES,NO,White,White,Female,1.0
67807,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,2.0
42131,Suspicious Vehicle (P),NO,NO,Latino,Latino,Male,4.0
78241,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
135770,Suspicious Person (P),NO,NO,White,White,Male,1.0
61899,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
104936,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
45064,Suspicious Person (P),NO,NO,White,White,Male,5.0
46282,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
23930,Suspicious Vehicle (P),NO,NO,Black,Black,Male,3.0
115675,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
36547,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
38089,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
54093,Attempt Pick-Up (P),NO,NO,Black,Black,Male,1.0
150783,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
111914,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
129058,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
34581,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
112160,Traffic Law Enforcement (P),NO,NO,Black,East African,Male,4.0
26199,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,1.0
127409,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
25487,Suspicious Person (P),NO,NO,Other,Other,Male,3.0
45582,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
10751,Suspicious Vehicle (P),NO,NO,Other,Latino,Male,3.0
133645,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
87843,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
136515,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
100319,Suspicious Vehicle (P),YES,YES,East African,East African,Female,4.0
56793,Suspicious Person (P),NO,NO,White,White,Male,2.0
49561,Traffic Law Enforcement (P),NO,NO,Native American,Native American,Female,3.0
51666,Suspicious Vehicle (P),YES,YES,Black,Black,Male,4.0
26855,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
54529,Suspicious Person (P),NO,NO,White,Black,Male,5.0
71336,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
39866,Traffic Law Enforcement (P),NO,NO,White,Black,Female,5.0
71479,Suspicious Person (P),NO,NO,White,Native American,Female,4.0
117514,Suspicious Person (P),YES,NO,Native American,Native American,Male,4.0
874,Suspicious Person (P),NO,NO,Latino,Latino,Male,3.0
1571,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
16586,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
128245,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
146767,Traffic Law Enforcement (P),NO,NO,White,White,Female,4.0
132517,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
34548,Suspicious Vehicle (P),YES,YES,White,White,Male,2.0
18056,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
58668,Suspicious Person (P),YES,NO,White,White,Male,3.0
33807,Suspicious Person (P),NO,NO,White,White,Male,5.0
130923,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
28653,Suspicious Person (P),NO,NO,Latino,Latino,Male,5.0
43782,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
38140,Suspicious Vehicle (P),NO,NO,Black,Black,Male,1.0
159165,Suspicious Person (P),NO,NO,White,White,Female,4.0
120411,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
32876,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
45833,Traffic Law Enforcement (P),NO,NO,Latino,Latino,Male,5.0
118736,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
10075,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
85984,Attempt Pick-Up (P),NO,NO,White,White,Male,2.0
73215,Suspicious Person (P),NO,NO,White,White,Female,1.0
34887,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
82284,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
45869,Attempt Pick-Up (P),NO,NO,White,White,Female,3.0
13440,Suspicious Person (P),NO,NO,White,White,Male,2.0
34306,Suspicious Person (P),NO,NO,East African,East African,Male,5.0
24908,Suspicious Person (P),NO,NO,White,White,Male,5.0
5711,Suspicious Person (P),NO,NO,White,White,Female,1.0
106768,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
13861,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
6934,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
14303,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
18331,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,3.0
111988,Traffic Law Enforcement (P),YES,YES,White,White,Male,4.0
148892,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
23498,Suspicious Vehicle (P),NO,NO,White,White,Female,1.0
100796,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
2768,Attempt Pick-Up (P),NO,NO,White,White,Female,5.0
154622,Suspicious Person (P),NO,NO,White,White,Female,4.0
62626,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
151347,Traffic Law Enforcement (P),YES,YES,East African,East African,Male,4.0
