OBJECTID,problem,personSearch,vehicleSearch,preRace,race,gender,policePrecinct
51780,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
19789,Suspicious Person (P),NO,NO,Black,Black,Female,5.0
69449,Attempt Pick-Up (P),NO,NO,White,White,Male,3.0
93705,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
43582,Suspicious Person (P),NO,NO,White,White,Male,2.0
29359,Traffic Law Enforcement (P),NO,NO,Latino,Latino,Male,3.0
54758,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
104873,Suspicious Vehicle (P),NO,NO,Black,Black,Male,5.0
23299,Traffic Law Enforcement (P),NO,NO,White,White,Male,4.0
146221,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
61105,Traffic Law Enforcement (P),NO,NO,Black,East African,Male,3.0
90081,Traffic Law Enforcement (P),NO,NO,White,Black,Female,5.0
72699,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
19267,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
69192,Traffic Law Enforcement (P),NO,NO,White,White,Female,3.0
43343,Suspicious Person (P),YES,NO,Native American,Native American,Male,3.0
14516,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
143671,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
114044,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
66430,Suspicious Person (P),YES,NO,White,White,Male,1.0
108713,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
71594,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,3.0
10736,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
67969,Suspicious Person (P),NO,NO,White,White,Male,4.0
49481,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
61301,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
149369,Attempt Pick-Up (P),YES,NO,White,White,Male,1.0
23584,Suspicious Person (P),NO,NO,White,White,Male,3.0
8239,Traffic Law Enforcement (P),NO,NO,White,Asian,Female,5.0
13633,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
6974,Suspicious Vehicle (P),NO,NO,White,White,Male,4.0
132578,Suspicious Person (P),YES,NO,East African,East African,Male,1.0
29679,Suspicious Person (P),NO,NO,White,White,Female,3.0
41608,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
9738,Suspicious Vehicle (P),YES,YES,White,White,Male,4.0
75294,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
87979,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,3.0
24051,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
29783,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,3.0
146893,Suspicious Vehicle (P),YES,YES,White,White,Male,2.0
92259,Suspicious Person (P),NO,NO,White,White,Female,3.0
75669,Suspicious Person (P),NO,NO,Black,Black,Female,4.0
116652,Attempt Pick-Up (P),NO,NO,Black,Black,Male,3.0
130018,Suspicious Person (P),NO,NO,Black,Black,Female,3.0
130664,Suspicious Person (P),YES,NO,White,White,Male,5.0
102762,Suspicious Vehicle (P),NO,NO,Black,Black,Male,2.0
30106,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
120992,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
88440,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
119144,Suspicious Person (P),NO,NO,White,White,Male,1.0
117685,Suspicious Person (P),NO,NO,White,White,Male,3.0
36263,Suspicious Person (P),NO,NO,East African,East African,Male,5.0
113126,Attempt Pick-Up (P),YES,NO,Black,Black,Male,1.0
4836,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
79482,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
59515,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
59163,Suspicious Person (P),NO,NO,White,White,Male,5.0
128230,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
14274,Traffic Law Enforcement (P),NO,NO,Native American,Native American,Female,4.0
29767,Suspicious Person (P),NO,NO,White,White,Female,3.0
78762,Suspicious Person (P),NO,NO,White,White,Male,2.0
114647,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
35109,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
20757,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
57941,Suspicious Person (P),NO,NO,White,White,Female,5.0
93819,Suspicious Person (P),NO,NO,White,White,Female,2.0
90141,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
114816,Attempt Pick-Up (P),NO,NO,White,White,Male,3.0
73838,Suspicious Person (P),YES,NO,White,White,Male,2.0
68242,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
33258,Attempt Pick-Up (P),NO,NO,Other,Other,Female,3.0
71951,Traffic Law Enforcement (P),NO,NO,Other,White,Female,1.0
70302,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
94171,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
97705,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
83011,Attempt Pick-Up (P),YES,NO,Black,Black,Female,4.0
128617,Suspicious Person (P),NO,NO,Native American,Native American,Female,3.0
83556,Suspicious Vehicle (P),NO,NO,White,White,Male,2.0
117463,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
114434,Suspicious Person (P),NO,NO,East African,East African,Male,1.0
25459,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
54447,Suspicious Person (P),NO,NO,White,White,Male,5.0
99711,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
4298,Traffic Law Enforcement (P),NO,NO,Asian,Asian,Male,4.0
77119,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
19061,Suspicious Person (P),NO,NO,Black,Black,Female,3.0
21709,Suspicious Person (P),YES,NO,Black,Black,Female,4.0
127853,Suspicious Person (P),NO,NO,White,White,Male,1.0
90379,Traffic Law Enforcement (P),YES,YES,White,White,Female,3.0
45483,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
119870,Suspicious Person (P),NO,NO,White,White,Male,5.0
12310,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
86654,Suspicious Vehicle (P),YES,YES,Native American,Native American,Male,3.0
34422,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
113638,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
149104,Suspicious Person (P),YES,YES,Black,Black,Female,4.0
106390,Suspicious Vehicle (P),NO,NO,Black,East African,Male,2.0
145293,Attempt Pick-Up (P),NO,NO,White,White,Female,1.0
131022,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,2.0
149247,Suspicious Person (P),NO,NO,Native American,Native American,Female,3.0
92202,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
17438,Traffic Law Enforcement (P),NO,NO,East African,East African,Female,2.0
128136,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
152959,Traffic Law Enforcement (P),NO,NO,White,White,Female,4.0
73165,Suspicious Vehicle (P),NO,NO,White,White,Male,3.0
134357,Suspicious Person (P),NO,NO,White,White,Male,5.0
74592,Suspicious Person (P),NO,NO,White,White,Female,1.0
138180,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
59,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
64352,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
88680,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
123135,Suspicious Person (P),NO,NO,White,White,Male,3.0
1427,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,5.0
132368,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
81087,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
31988,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
11522,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,1.0
67340,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
86895,Traffic Law Enforcement (P),NO,NO,White,White,Male,3.0
51514,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
42666,Traffic Law Enforcement (P),NO,NO,White,White,Female,4.0
42352,Traffic Law Enforcement (P),YES,NO,White,White,Male,2.0
53462,Suspicious Person (P),YES,NO,Black,Black,Male,2.0
121936,Traffic Law Enforcement (P),NO,NO,East African,East African,Female,5.0
20108,Traffic Law Enforcement (P),NO,NO,White,White,Female,3.0
117954,Suspicious Person (P),NO,NO,White,White,Female,5.0
117372,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
131573,Suspicious Person (P),NO,NO,White,White,Male,5.0
26706,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
9192,Attempt Pick-Up (P),NO,NO,Black,Black,Male,4.0
33096,Attempt Pick-Up (P),NO,NO,Black,Black,Male,3.0
82749,Suspicious Vehicle (P),NO,NO,White,White,Male,3.0
77509,Suspicious Person (P),YES,NO,Black,Black,Female,1.0
63304,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
29305,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
36935,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
88145,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
14590,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
154097,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
49059,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
83962,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
43622,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
122289,Suspicious Person (P),NO,NO,White,White,Male,5.0
52578,Attempt Pick-Up (P),YES,NO,White,White,Female,1.0
102947,Suspicious Person (P),NO,NO,Latino,Native American,Male,1.0
110793,Traffic Law Enforcement (P),NO,NO,White,White,Female,3.0
30468,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
91066,Suspicious Vehicle (P),YES,YES,Black,Black,Male,4.0
34212,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
1908,Suspicious Person (P),NO,NO,White,White,Male,1.0
53087,Suspicious Person (P),YES,YES,Black,Black,Male,4.0
128033,Suspicious Vehicle (P),NO,NO,Black,Black,Male,5.0
104800,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
153147,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,1.0
6329,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,4.0
113819,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,1.0
1530,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
68690,Suspicious Person (P),NO,NO,White,White,Male,5.0
35895,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
4720,Suspicious Vehicle (P),YES,NO,Black,Black,Male,4.0
95113,Suspicious Person (P),NO,NO,White,White,Male,3.0
35319,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
126189,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
117424,Suspicious Vehicle (P),YES,YES,White,White,Male,2.0
96259,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
101714,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
138389,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
81853,Suspicious Vehicle (P),NO,NO,Black,Black,Male,2.0
156126,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
85708,Traffic Law Enforcement (P),NO,NO,White,Black,Male,5.0
71938,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
81854,Suspicious Vehicle (P),NO,NO,Black,Black,Male,4.0
82418,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
114477,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
142399,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
22818,Suspicious Person (P),NO,NO,White,White,Male,3.0
11146,Suspicious Vehicle (P),YES,NO,White,White,Male,2.0
50873,Suspicious Vehicle (P),NO,NO,East African,East African,Male,3.0
51604,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
101111,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
50683,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
44194,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
141495,Suspicious Vehicle (P),NO,NO,Latino,Latino,Male,2.0
78321,Suspicious Person (P),YES,NO,White,White,Male,3.0
114949,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
22619,Suspicious Person (P),NO,NO,White,White,Male,2.0
46906,Suspicious Person (P),YES,NO,Native American,Native American,Female,3.0
52957,Traffic Law Enforcement (P),NO,NO,Other,Other,Male,2.0
148227,Traffic Law Enforcement (P),YES,YES,East African,East African,Male,3.0
9424,Suspicious Person (P),NO,NO,Black,White,Male,4.0
151757,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
14612,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
116718,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
128662,Suspicious Vehicle (P),NO,NO,Black,Black,Female,4.0
28334,Suspicious Person (P),NO,NO,White,White,Male,3.0
68388,Suspicious Vehicle (P),NO,NO,White,White,Male,2.0
128238,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
95416,Suspicious Person (P),NO,NO,White,White,Female,5.0
122378,Suspicious Person (P),YES,NO,East African,East African,Male,1.0
9041,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
67952,Attempt Pick-Up (P),NO,NO,White,White,Female,1.0
87566,Suspicious Person (P),NO,NO,White,White,Female,3.0
10210,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
119058,Suspicious Vehicle (P),NO,NO,Other,Black,Male,5.0
93174,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
76557,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
135865,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
23014,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
41439,Suspicious Person (P),NO,NO,White,White,Female,1.0
26413,Attempt Pick-Up (P),NO,NO,Black,Black,Male,2.0
81701,Suspicious Person (P),NO,NO,Native American,Native American,Female,3.0
87247,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,3.0
27118,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
21392,Suspicious Person (P),NO,NO,White,White,Male,1.0
142101,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,2.0
41602,Suspicious Person (P),NO,NO,White,White,Male,5.0
1448,Traffic Law Enforcement (P),NO,NO,White,White,Male,4.0
136630,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
6936,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,2.0
148878,Suspicious Person (P),NO,NO,White,White,Female,5.0
115697,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
94788,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
23270,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
117283,Suspicious Person (P),NO,YES,Black,East African,Male,2.0
123640,Suspicious Person (P),NO,NO,White,White,Female,5.0
18655,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
40460,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
23778,Attempt Pick-Up (P),YES,NO,Other,Other,Female,3.0
138311,Suspicious Person (P),NO,NO,White,White,Male,5.0
31035,Traffic Law Enforcement (P),NO,NO,Other,Other,Male,3.0
33666,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
52267,Suspicious Person (P),NO,NO,White,White,Male,5.0
141740,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,5.0
149547,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
1143,Traffic Law Enforcement (P),YES,YES,Latino,Latino,Female,5.0
28069,Suspicious Person (P),NO,NO,White,White,Male,2.0
4098,Traffic Law Enforcement (P),NO,NO,Native American,Native American,Female,5.0
45778,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
68786,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
64713,Traffic Law Enforcement (P),YES,NO,Black,Black,Male,4.0
15140,Suspicious Person (P),NO,NO,White,White,Male,5.0
11756,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
119314,Traffic Law Enforcement (P),NO,NO,White,White,Male,4.0
107838,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
76477,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
111359,Suspicious Person (P),YES,NO,East African,East African,Male,3.0
6380,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
93431,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
19091,Suspicious Person (P),NO,NO,White,White,Male,2.0
101281,Suspicious Person (P),YES,NO,White,White,Male,5.0
92326,Suspicious Vehicle (P),YES,YES,White,White,Male,4.0
36880,Suspicious Vehicle (P),NO,NO,Black,Black,Male,2.0
50818,Suspicious Person (P),NO,NO,White,White,Female,4.0
24410,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
32522,Suspicious Person (P),NO,NO,White,White,Male,5.0
28298,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
69037,Traffic Law Enforcement (P),NO,NO,White,White,Female,4.0
135519,Suspicious Person (P),NO,NO,White,White,Female,1.0
77652,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
116837,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
28111,Suspicious Person (P),YES,NO,Native American,Native American,Female,2.0
17262,Traffic Law Enforcement (P),NO,NO,Other,Black,Female,5.0
81615,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
30143,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,3.0
123785,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
45781,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
26810,Traffic Law Enforcement (P),NO,NO,East African,East African,Female,2.0
159704,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
37298,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
16956,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
86382,Suspicious Person (P),NO,NO,White,White,Male,1.0
150472,Attempt Pick-Up (P),NO,NO,Black,Black,Male,4.0
124074,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,2.0
21353,Suspicious Person (P),NO,NO,White,White,Male,5.0
128988,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
986,Traffic Law Enforcement (P),NO,NO,White,White,Female,4.0
18436,Suspicious Person (P),YES,NO,Black,Black,Male,5.0
122147,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
83288,Suspicious Vehicle (P),YES,YES,Black,Black,Male,2.0
87349,Attempt Pick-Up (P),YES,NO,Other,Other,Male,3.0
149215,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
14392,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
125883,Suspicious Person (P),NO,NO,Native American,Native American,Female,3.0
136573,Suspicious Person (P),YES,YES,East African,Black,Gender Non-Conforming,2.0
101609,Suspicious Vehicle (P),YES,NO,Black,Black,Male,4.0
34476,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
33166,Suspicious Person (P),NO,NO,Black,Black,Female,4.0
140768,Traffic Law Enforcement (P),YES,NO,White,White,Female,4.0
93657,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
158792,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
126841,Suspicious Vehicle (P),NO,NO,Black,Black,Male,3.0
116688,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
115745,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
154078,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
35560,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
12332,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
34406,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
17934,Suspicious Person (P),YES,NO,White,White,Male,2.0
50963,Suspicious Person (P),NO,NO,Native American,Native American,Male,2.0
127334,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
42122,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
93931,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
37729,Traffic Law Enforcement (P),YES,NO,Native American,Native American,Female,3.0
87070,Suspicious Person (P),NO,NO,White,White,Male,5.0
131615,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
32503,Suspicious Vehicle (P),NO,NO,White,White,Female,3.0
149971,Attempt Pick-Up (P),NO,NO,White,White,Male,5.0
137864,Traffic Law Enforcement (P),NO,NO,Asian,Asian,Female,4.0
125280,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
78222,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,5.0
39934,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,3.0
21143,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
121893,Traffic Law Enforcement (P),NO,NO,White,White,Male,5.0
66469,Suspicious Person (P),NO,NO,Black,Black,Female,3.0
853,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
82194,Traffic Law Enforcement (P),NO,NO,White,East African,Male,5.0
126709,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,2.0
122387,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
121316,Suspicious Person (P),NO,NO,Other,Other,Male,3.0
38100,Suspicious Person (P),NO,NO,East African,East African,Male,1.0
101439,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
137073,Suspicious Person (P),NO,NO,Black,Black,Male,2.0
59031,Suspicious Vehicle (P),NO,NO,White,White,Male,4.0
63923,Suspicious Vehicle (P),NO,NO,Black,Black,Male,5.0
127519,Suspicious Vehicle (P),NO,NO,Black,Black,Male,5.0
75730,Suspicious Person (P),YES,NO,Latino,Latino,Male,4.0
131239,Suspicious Person (P),NO,NO,White,White,Male,5.0
82739,Suspicious Person (P),NO,NO,East African,East African,Male,5.0
41748,Attempt Pick-Up (P),YES,NO,White,White,Male,4.0
126030,Suspicious Vehicle (P),YES,YES,Black,Black,Male,4.0
31347,Suspicious Person (P),NO,NO,Black,Black,Female,1.0
64252,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
70512,Traffic Law Enforcement (P),NO,NO,White,White,Female,2.0
99337,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
21762,Suspicious Person (P),NO,NO,Native American,Native American,Female,3.0
150784,Suspicious Person (P),YES,NO,White,White,Female,4.0
74826,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
4400,Suspicious Person (P),NO,NO,Other,Other,Male,5.0
4114,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
122429,Suspicious Vehicle (P),NO,NO,Latino,Latino,Female,3.0
12790,Traffic Law Enforcement (P),NO,NO,Other,Other,Female,2.0
110550,Suspicious Person (P),NO,NO,White,White,Male,5.0
122089,Suspicious Person (P),YES,NO,Black,Black,Male,4.0
85295,Suspicious Person (P),NO,NO,Latino,Latino,Female,3.0
30646,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
12780,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,5.0
122601,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
118534,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
8325,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
2248,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,1.0
30835,Suspicious Vehicle (P),NO,NO,White,White,Female,3.0
95405,Suspicious Vehicle (P),YES,NO,Native American,Native American,Female,3.0
61722,Suspicious Person (P),NO,NO,Black,Black,Male,4.0
121087,Traffic Law Enforcement (P),YES,YES,White,White,Female,4.0
132121,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
155242,Traffic Law Enforcement (P),NO,NO,White,White,Male,2.0
12560,Suspicious Vehicle (P),NO,NO,Latino,Latino,Male,5.0
15079,Suspicious Vehicle (P),NO,NO,White,White,Male,4.0
145909,Traffic Law Enforcement (P),YES,YES,Black,Black,Female,1.0
48901,Suspicious Vehicle (P),NO,NO,White,White,Female,2.0
11777,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
68302,Attempt Pick-Up (P),YES,NO,White,White,Male,4.0
147919,Suspicious Vehicle (P),NO,NO,White,White,Female,4.0
6900,Suspicious Person (P),YES,NO,Black,Black,Male,5.0
108206,Suspicious Vehicle (P),YES,NO,Black,Black,Male,3.0
45300,Suspicious Person (P),NO,NO,Black,Black,Male,3.0
83748,Suspicious Person (P),NO,NO,Latino,Latino,Male,3.0
132032,Suspicious Vehicle (P),NO,NO,White,White,Male,3.0
15592,Suspicious Person (P),NO,NO,White,White,Male,5.0
29053,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
90851,Traffic Law Enforcement (P),NO,NO,East African,East African,Male,5.0
76680,Traffic Law Enforcement (P),NO,NO,Other,Other,Male,2.0
15800,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,4.0
47504,Traffic Law Enforcement (P),NO,NO,Other,White,Female,2.0
90712,Suspicious Person (P),NO,NO,Native American,Native American,Male,4.0
36769,Suspicious Person (P),NO,NO,East African,East African,Male,5.0
57613,Suspicious Vehicle (P),YES,NO,Black,Black,Male,4.0
112041,Attempt Pick-Up (P),NO,NO,East African,East African,Male,1.0
80935,Suspicious Person (P),NO,NO,Black,Black,Female,4.0
135821,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
100159,Suspicious Person (P),YES,NO,White,White,Male,4.0
115792,Traffic Law Enforcement (P),YES,YES,Black,Black,Male,4.0
115014,Suspicious Vehicle (P),NO,NO,Black,Black,Male,1.0
100682,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
138533,Suspicious Vehicle (P),NO,NO,White,White,Female,3.0
144067,Traffic Law Enforcement (P),NO,NO,Black,Black,Female,1.0
132304,Traffic Law Enforcement (P),NO,NO,Other,Other,Male,5.0
51291,Suspicious Vehicle (P),NO,NO,White,White,Male,3.0
134351,Suspicious Person (P),NO,NO,White,White,Male,5.0
54176,Suspicious Person (P),NO,NO,White,White,Female,3.0
40590,Attempt Pick-Up (P),NO,NO,Black,Black,Male,1.0
51287,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,3.0
35452,Traffic Law Enforcement (P),NO,NO,Latino,Latino,Male,4.0
135289,Attempt Pick-Up (P),YES,NO,Black,Black,Male,2.0
134379,Traffic Law Enforcement (P),YES,YES,East African,East African,Male,2.0
3219,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,2.0
143142,Attempt Pick-Up (P),NO,NO,White,White,Male,4.0
60988,Suspicious Vehicle (P),YES,NO,Black,Black,Male,2.0
35029,Suspicious Person (P),NO,NO,Black,Black,Male,5.0
156107,Suspicious Person (P),NO,NO,East African,East African,Male,2.0
73797,Suspicious Person (P),YES,NO,Black,Black,Male,1.0
112805,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
94821,Attempt Pick-Up (P),NO,NO,Native American,Native American,Male,3.0
104222,Traffic Law Enforcement (P),NO,NO,White,White,Female,3.0
79777,Traffic Law Enforcement (P),NO,NO,White,White,Female,5.0
42836,Suspicious Person (P),YES,NO,Black,Black,Male,3.0
38647,Suspicious Person (P),NO,NO,Black,Black,Female,3.0
92424,Traffic Law Enforcement (P),NO,NO,White,White,Male,3.0
147978,Suspicious Person (P),YES,NO,Latino,Latino,Male,1.0
126564,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
87987,Suspicious Person (P),NO,NO,Native American,Native American,Female,1.0
82539,Traffic Law Enforcement (P),NO,NO,White,White,Male,1.0
119171,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
119862,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
109845,Suspicious Person (P),NO,NO,Native American,Native American,Male,3.0
78699,Traffic Law Enforcement (P),NO,NO,Black,Black,Male,1.0
101244,Suspicious Person (P),NO,NO,Black,Black,Male,1.0
